MQ135_Analog,MQ3_Analog,MiCS5524_Analog,Output,RSL_Hours
800,740,799,0,17
800,904,541,0,11
205,81,10,1,89
800,749,769,0,13
1721,427,710,0,12
563,197,10,1,74
295,162,0,1,136
719,207,4,1,98
800,1023,641,0,14
229,16,0,1,144
942,355,9,1,37
577,361,10,1,41
962,118,10,1,60
77,102,0,1,163
917,230,5,1,70
800,652,496,0,18
1913,549,634,0,8
611,308,9,1,68
468,86,10,1,85
800,677,758,0,13
697,324,4,1,75
158,318,0,1,121
58,140,2,1,138
800,698,707,0,17
800,1016,765,0,9
800,815,482,0,12
389,118,9,1,99
241,283,10,1,68
800,829,599,0,14
1487,555,864,0,9
680,42,10,1,89
747,400,10,1,35
800,948,529,0,12
683,549,715,0,18
870,108,10,1,68
800,713,647,0,14
800,679,631,0,15
472,104,0,1,127
1834,468,882,0,9
800,833,686,0,14
800,893,692,0,14
800,707,556,0,19
1711,666,761,0,8
147,225,0,1,132
885,455,672,0,19
800,894,651,0,16
1067,670,848,0,10
362,38,10,1,98
782,383,0,1,91
912,556,804,0,17
1524,626,636,0,13
320,41,3,1,121
1333,464,870,0,10
159,374,0,1,118
800,893,499,0,12
800,605,539,0,19
800,805,647,0,16
347,396,0,1,98
1395,533,921,0,8
372,52,0,1,134
938,405,882,0,17
800,937,523,0,13
702,319,0,1,101
317,193,10,1,83
347,319,9,1,62
800,981,587,0,11
800,765,767,0,12
301,148,0,1,134
800,713,717,0,14
1330,516,747,0,11
800,949,649,0,14
96,37,0,1,149
800,965,716,0,13
800,631,661,0,19
154,9,10,1,99
800,976,628,0,10
667,25,10,1,92
1432,617,642,0,11
808,46,1,1,130
1502,432,740,0,12
800,722,602,0,14
427,153,9,1,78
800,682,568,0,14
800,943,595,0,15
800,832,561,0,15
1193,713,684,0,14
74,323,0,1,117
800,856,685,0,14
1778,657,759,0,9
800,825,604,0,12
577,144,2,1,112
216,152,10,1,82
800,652,689,0,14
800,945,693,0,11
1324,597,666,0,14
150,79,10,1,107
213,119,6,1,113
877,829,856,0,10
1527,698,550,0,11
902,446,864,0,13
959,284,10,1,39
829,84,10,1,80
834,343,0,1,90
1045,585,817,0,16
767,186,10,1,72
701,79,10,1,80
1280,700,839,0,8
433,174,0,1,137
1974,528,638,0,9
1518,443,598,0,14
411,100,10,1,78
103,265,7,1,93
1092,560,592,0,15
995,905,975,0,12
927,52,2,1,98
1814,790,974,0,2
800,601,549,0,20
800,743,703,0,14
1394,549,617,0,16
760,126,3,1,99
862,460,881,0,14
974,167,0,1,92
969,701,879,0,11
1816,401,901,0,9
800,960,691,0,10
1461,1023,970,0,4
800,779,538,0,14
214,237,10,1,90
800,670,526,0,18
696,315,0,1,94
450,224,0,1,119
800,1005,537,0,12
800,728,618,0,16
1100,738,747,0,13
367,340,0,1,112
1825,957,805,0,2
533,353,0,1,104
1481,477,582,0,15
800,670,681,0,17
1000,196,0,1,101
1100,980,1023,0,10
487,40,0,1,151
800,829,637,0,16
800,695,734,0,17
224,304,0,1,128
412,3,0,1,149
750,914,906,0,13
800,989,647,0,11
588,225,10,1,60
800,865,687,0,11
826,308,10,1,46
610,219,10,1,59
92,300,2,1,125
800,996,676,0,13
525,70,10,1,77
800,931,778,0,11
174,23,0,1,165
800,816,725,0,14
1508,483,813,0,12
758,528,839,0,15
88,219,10,1,80
268,393,10,1,48
800,874,840,0,10
938,596,736,0,17
579,121,10,1,75
800,745,557,0,18
514,137,10,1,72
1522,765,1023,0,7
800,928,767,0,13
780,535,818,0,17
800,840,664,0,16
45,128,6,1,122
1154,608,919,0,14
800,582,689,0,15
84,25,5,1,142
800,713,514,0,17
87,311,0,1,128
739,662,707,0,17
800,880,604,0,15
128,338,10,1,70
1589,719,959,0,7
998,0,0,1,113
1686,421,685,0,13
800,670,713,0,16
800,648,563,0,19
894,296,0,1,94
518,180,0,1,128
800,824,624,0,12
1812,551,629,0,11
800,717,528,0,17
1151,451,637,0,16
529,293,10,1,58
800,755,786,0,15
209,207,10,1,83
988,46,2,1,100
218,298,0,1,118
800,981,672,0,12
491,284,10,1,71
207,331,10,1,67
247,145,10,1,95
329,365,5,1,93
1230,403,883,0,16
1023,559,701,0,15
800,862,484,0,12
915,145,10,1,61
800,703,726,0,15
541,298,10,1,69
800,588,610,0,15
800,827,765,0,11
1365,401,650,0,17
808,374,0,1,85
800,635,549,0,17
748,321,0,1,101
339,54,0,1,155
215,202,0,1,129
868,31,0,1,124
888,904,999,0,7
800,837,570,0,12
487,189,0,1,114
14,25,0,1,160
983,4,10,1,80
713,23,10,1,80
434,320,10,1,61
265,193,0,1,134
909,164,10,1,54
800,903,608,0,15
592,153,10,1,73
800,909,561,0,11
563,164,0,1,126
341,108,10,1,78
800,865,676,0,10
406,0,10,1,94
800,713,676,0,13
682,352,0,1,86
250,5,0,1,161
615,385,0,1,94
1303,637,770,0,10
1704,943,899,0,2
750,400,10,1,47
800,601,698,0,15
736,253,7,1,77
800,743,814,0,15
301,276,10,1,79
132,200,10,1,90
749,625,761,0,18
58,40,0,1,152
1012,1023,973,0,8
133,295,10,1,90
800,910,690,0,12
201,75,1,1,149
800,826,726,0,14
392,139,0,1,125
785,431,760,0,19
1239,511,828,0,16
1101,1004,976,0,8
800,678,525,0,15
683,264,3,1,91
800,873,557,0,11
800,975,722,0,14
800,708,752,0,14
502,255,0,1,107
271,238,0,1,119
238,400,10,1,52
52,36,0,1,156
713,248,0,1,108
1775,559,692,0,11
703,251,8,1,75
800,926,591,0,13
658,538,610,0,22
1000,32,10,1,70
792,340,10,1,38
800,947,491,0,12
218,147,10,1,80
1280,878,1023,0,8
396,278,0,1,110
814,65,10,1,70
1323,741,827,0,12
199,94,10,1,103
800,953,573,0,13
750,484,647,0,18
906,400,10,1,24
800,712,542,0,17
800,966,740,0,9
800,949,571,0,10
800,970,521,0,12
1002,470,743,0,14
26,221,10,1,80
289,119,0,1,131
979,1008,912,0,6
578,304,2,1,100
140,180,0,1,131
800,901,660,0,14
396,146,5,1,97
538,121,10,1,88
800,669,515,0,16
800,642,638,0,14
973,295,0,1,89
217,224,7,1,98
800,969,631,0,15
647,7,0,1,138
800,661,546,0,19
800,782,583,0,18
106,90,10,1,99
950,117,0,1,106
374,353,0,1,112
721,603,876,0,18
800,627,593,0,19
800,822,499,0,15
1397,596,831,0,11
96,106,1,1,142
230,333,0,1,113
800,39,0,1,128
800,685,514,0,17
465,386,0,1,105
800,755,601,0,13
109,56,6,1,127
800,639,768,0,15
977,206,0,1,106
859,350,4,1,63
1457,619,639,0,12
481,19,10,1,87
1077,663,694,0,14
634,263,10,1,67
29,218,10,1,94
543,118,10,1,71
404,24,1,1,148
800,627,563,0,16
884,400,0,1,84
800,984,685,0,13
290,11,10,1,103
1185,401,768,0,14
15,378,3,1,99
972,783,998,0,8
1563,931,970,0,2
800,702,621,0,16
727,291,0,1,87
404,55,0,1,132
690,312,0,1,108
843,380,10,1,40
800,926,591,0,12
610,182,0,1,112
96,372,4,1,105
15,305,10,1,91
1495,410,761,0,13
1735,621,751,0,11
800,829,619,0,13
482,182,0,1,120
800,989,616,0,15
1913,826,855,0,4
800,1020,714,0,11
786,233,7,1,78
918,72,10,1,76
867,150,10,1,70
506,200,6,1,96
399,164,10,1,89
800,712,682,0,13
149,184,0,1,148
800,698,790,0,15
1701,947,1023,0,4
591,72,1,1,116
454,280,10,1,76
1737,564,690,0,8
315,12,10,1,96
621,13,10,1,97
800,651,622,0,15
16,357,9,1,71
409,305,2,1,93
800,976,702,0,12
800,721,705,0,18
1260,423,673,0,16
800,766,696,0,15
500,112,6,1,101
800,861,543,0,12
800,629,733,0,13
800,863,528,0,12
738,143,10,1,72
764,132,0,1,103
1513,681,665,0,11
44,281,0,1,124
800,801,677,0,11
800,627,741,0,13
800,807,777,0,12
635,58,0,1,119
800,651,510,0,17
389,122,0,1,134
1342,401,810,0,14
800,718,537,0,14
350,224,1,1,127
876,296,0,1,95
800,777,690,0,13
227,292,8,1,93
222,13,10,1,101
845,79,0,1,116
204,320,10,1,81
63,0,0,1,168
800,720,692,0,16
661,292,0,1,111
800,1005,532,0,10
1648,588,635,0,13
1972,585,854,0,6
800,988,826,0,11
800,772,702,0,13
564,278,0,1,118
568,367,0,1,101
800,846,764,0,14
1785,493,760,0,7
800,760,739,0,16
242,259,10,1,87
187,361,0,1,123
918,614,759,0,16
201,174,10,1,78
800,987,634,0,13
800,1007,642,0,9
47,138,10,1,89
800,908,724,0,11
364,216,0,1,128
772,377,8,1,43
1788,435,623,0,13
1253,793,883,0,9
737,385,0,1,83
229,354,0,1,114
279,27,0,1,145
1892,423,720,0,11
914,204,10,1,50
210,72,3,1,132
352,390,10,1,53
800,611,599,0,15
800,936,497,0,13
27,310,9,1,88
1856,534,848,0,8
800,923,614,0,11
800,875,510,0,13
1133,442,565,0,19
800,770,561,0,17
1603,467,793,0,8
800,795,609,0,17
841,206,0,1,93
31,400,10,1,63
800,949,591,0,14
613,7,1,1,123
1777,485,910,0,7
1000,167,0,1,101
686,295,10,1,55
800,798,735,0,13
764,365,10,1,44
847,164,10,1,49
262,28,10,1,113
846,270,9,1,60
848,277,0,1,97
528,104,10,1,88
1356,769,885,0,10
100,362,4,1,90
53,193,0,1,141
800,848,495,0,16
800,753,510,0,17
1696,538,652,0,8
800,804,548,0,18
365,56,0,1,151
694,395,9,1,42
431,342,3,1,98
800,796,658,0,15
800,769,735,0,16
800,659,540,0,20
1585,826,952,0,4
800,994,834,0,13
800,794,554,0,16
1262,538,747,0,16
647,364,0,1,85
525,70,0,1,135
960,529,640,0,15
800,725,721,0,15
833,43,10,1,65
668,220,10,1,72
800,807,767,0,11
299,139,0,1,130
868,194,10,1,57
530,245,0,1,106
655,65,6,1,90
1750,405,894,0,11
1180,992,859,0,5
800,780,791,0,16
904,324,10,1,34
800,636,686,0,18
349,365,0,1,111
557,94,10,1,83
1691,401,772,0,13
397,233,0,1,118
500,254,0,1,122
484,152,0,1,121
1928,586,907,0,5
800,979,732,0,11
800,707,719,0,14
90,102,0,1,150
1599,401,801,0,10
477,254,1,1,105
32,142,0,1,158
882,583,610,0,20
417,115,0,1,123
691,318,10,1,38
800,985,697,0,12
800,688,557,0,17
800,900,735,0,12
764,82,0,1,131
1898,675,616,0,5
1934,446,699,0,10
378,134,0,1,124
800,927,555,0,13
298,400,10,1,57
800,701,573,0,17
800,816,672,0,14
1818,471,838,0,9
254,212,0,1,141
800,909,802,0,12
1464,461,828,0,15
881,662,806,0,17
987,221,1,1,89
974,317,10,1,38
910,407,809,0,16
839,461,599,0,19
1210,823,1016,0,8
1820,686,753,0,7
1296,424,803,0,11
800,749,657,0,14
800,594,517,0,19
800,669,559,0,14
255,190,1,1,137
1066,931,952,0,11
813,308,0,1,83
800,695,623,0,19
1068,450,706,0,19
470,2,0,1,151
1208,671,909,0,9
800,798,505,0,18
800,1023,659,0,13
154,131,10,1,97
800,705,655,0,18
952,106,0,1,101
1136,674,700,0,14
1699,422,889,0,7
0,377,0,1,110
896,0,10,1,69
277,245,10,1,80
285,69,0,1,137
800,604,784,0,18
794,50,0,1,132
410,235,10,1,68
800,1023,544,0,14
348,287,0,1,107
247,356,0,1,120
765,401,704,0,18
800,559,472,0,18
1483,546,748,0,10
800,897,733,0,13
452,211,4,1,110
565,93,0,1,137
1778,569,901,0,6
800,802,667,0,13
1242,497,834,0,11
1077,833,922,0,12
800,828,628,0,14
800,730,580,0,15
800,895,615,0,14
1000,242,4,1,69
69,367,0,1,112
800,819,726,0,13
800,782,586,0,16
459,14,3,1,139
1536,908,848,0,4
235,178,0,1,125
632,363,10,1,55
648,46,0,1,134
724,175,0,1,102
592,335,0,1,91
616,345,0,1,86
800,727,615,0,13
1632,621,659,0,12
411,102,1,1,135
507,242,10,1,63
800,929,530,0,15
800,734,615,0,16
781,456,774,0,17
399,50,0,1,138
0,308,0,1,136
350,400,10,1,56
800,930,824,0,11
800,904,600,0,15
800,828,653,0,13
1658,677,923,0,5
170,256,6,1,98
1104,582,864,0,14
69,181,10,1,105
524,221,3,1,94
1349,665,685,0,9
101,31,0,1,152
354,140,10,1,83
744,643,666,0,14
374,163,10,1,82
788,400,0,1,74
800,933,551,0,14
369,261,2,1,117
1270,575,812,0,13
85,161,7,1,103
900,399,10,1,34
800,706,642,0,17
800,905,693,0,11
1650,730,785,0,6
800,615,670,0,18
857,52,0,1,113
800,688,620,0,17
800,672,672,0,13
1709,996,910,0,6
164,172,0,1,136
989,55,0,1,124
800,901,780,0,13
800,856,524,0,17
800,762,609,0,16
800,810,562,0,13
762,612,724,0,15
800,756,583,0,14
49,61,10,1,116
996,573,871,0,12
800,873,610,0,15
718,3,9,1,80
203,357,5,1,101
557,193,10,1,59
741,73,0,1,111
396,120,0,1,134
1144,723,787,0,11
0,78,0,1,153
875,315,0,1,76
230,137,0,1,136
942,231,10,1,51
642,256,0,1,117
838,85,10,1,76
1993,418,714,0,11
1519,540,662,0,14
863,72,10,1,69
800,940,703,0,13
1621,438,810,0,9
1130,409,851,0,16
800,959,579,0,10
1279,759,1023,0,7
1562,503,731,0,11
857,246,4,1,75
800,604,647,0,16
800,847,796,0,14
1293,525,643,0,15
377,230,0,1,127
625,46,10,1,74
1644,450,862,0,12
800,815,507,0,16
756,51,9,1,81
174,164,7,1,111
761,462,633,0,17
800,661,618,0,18
749,429,778,0,19
772,0,3,1,106
376,342,10,1,54
800,1004,782,0,12
1512,635,607,0,12
800,869,703,0,16
800,984,599,0,14
1022,589,792,0,14
800,689,614,0,18
800,826,689,0,14
1920,553,857,0,10
820,304,0,1,92
800,922,587,0,14
800,762,598,0,18
800,781,564,0,13
793,249,10,1,60
800,852,813,0,12
1616,463,605,0,14
910,420,686,0,18
668,145,10,1,69
502,270,0,1,121
1180,811,978,0,9
927,14,10,1,81
619,109,10,1,67
800,1014,545,0,14
79,118,10,1,114
800,742,753,0,13
800,942,583,0,11
1476,459,899,0,12
980,64,8,1,73
800,792,476,0,16
1482,676,793,0,12
627,5,10,1,78
501,45,5,1,117
800,990,623,0,11
800,815,697,0,14
589,117,10,1,75
800,664,610,0,16
1201,593,633,0,12
123,47,0,1,160
0,313,0,1,126
800,769,710,0,13
1898,868,975,0,0
611,191,0,1,124
1805,461,651,0,14
749,88,10,1,82
595,161,6,1,80
800,808,586,0,17
1904,861,823,0,4
1032,478,639,0,16
783,371,0,1,87
519,92,10,1,73
1366,1004,948,0,3
986,272,10,1,42
601,335,10,1,61
800,865,599,0,16
897,401,585,0,19
1959,572,704,0,11
811,400,0,1,79
1000,218,5,1,63
373,329,10,1,57
1674,656,826,0,10
1617,584,675,0,8
624,0,7,1,100
1792,763,943,0,3
54,350,0,1,125
1572,609,673,0,10
1239,401,776,0,16
836,989,862,0,11
800,659,606,0,13
977,198,10,1,41
800,736,644,0,17
800,829,655,0,11
866,238,0,1,86
118,166,0,1,149
94,109,8,1,123
555,353,0,1,108
487,63,10,1,95
63,42,0,1,164
208,167,9,1,101
800,631,558,0,15
800,823,606,0,16
852,410,884,0,15
1000,164,0,1,89
790,231,0,1,105
800,689,515,0,17
670,188,10,1,56
800,964,648,0,12
277,285,0,1,109
614,241,10,1,72
800,743,708,0,16
945,381,10,1,32
542,274,10,1,58
1157,404,772,0,14
612,372,10,1,53
689,400,1,1,78
800,861,502,0,17
800,961,712,0,11
398,102,1,1,126
800,614,805,0,18
211,16,5,1,133
861,19,0,1,120
800,899,662,0,14
800,811,508,0,14
1544,940,849,0,5
1575,429,717,0,10
800,695,780,0,15
941,40,10,1,59
769,24,0,1,121
800,883,850,0,12
800,858,739,0,11
190,315,10,1,73
800,842,660,0,17
800,638,730,0,15
369,216,0,1,131
800,799,693,0,14
853,280,10,1,42
800,667,636,0,18
859,755,883,0,13
800,586,770,0,13
1771,910,865,0,3
665,270,0,1,110
776,400,10,1,24
800,847,630,0,13
800,920,550,0,14
800,982,506,0,11
800,953,571,0,11
683,577,935,0,15
473,400,0,1,87
0,236,0,1,133
1632,509,703,0,10
466,373,0,1,94
298,311,8,1,83
502,52,0,1,146
1962,862,1001,0,1
937,548,832,0,15
800,994,712,0,11
592,184,0,1,120
800,880,689,0,15
800,1004,744,0,8
585,270,0,1,118
969,38,0,1,118
800,810,765,0,12
978,309,10,1,31
380,362,0,1,115
793,275,10,1,39
530,291,10,1,70
891,573,737,0,14
800,817,539,0,13
670,90,0,1,134
95,220,0,1,136
800,688,789,0,17
639,298,0,1,107
339,21,0,1,152
47,194,10,1,96
113,59,3,1,144
800,630,676,0,14
800,642,729,0,16
800,747,720,0,15
386,396,0,1,111
564,73,0,1,129
303,58,0,1,144
224,3,0,1,168
800,377,0,1,83
350,189,3,1,110
622,163,10,1,65
662,218,10,1,62
86,382,10,1,77
166,24,10,1,111
782,158,10,1,55
740,543,813,0,17
800,646,624,0,15
638,366,3,1,88
800,688,623,0,13
647,216,8,1,62
891,571,565,0,14
124,303,0,1,128
659,9,0,1,132
800,718,627,0,13
334,246,10,1,69
777,356,10,1,46
18,318,10,1,83
800,784,483,0,14
48,169,0,1,146
567,280,0,1,116
800,963,577,0,15
800,726,760,0,12
224,145,3,1,129
1369,856,877,0,7
800,824,599,0,17
800,577,675,0,18
772,644,756,0,14
174,165,0,1,137
395,319,10,1,74
224,167,0,1,140
800,938,553,0,15
1832,544,888,0,8
1417,981,999,0,7
460,103,0,1,131
1020,491,885,0,15
800,796,750,0,16
437,142,0,1,121
710,128,0,1,121
1756,959,979,0,1
800,776,655,0,14
541,335,2,1,87
1896,641,603,0,9
800,639,742,0,15
623,240,10,1,71
800,979,662,0,9
20,242,10,1,82
800,867,703,0,16
800,839,589,0,14
800,976,814,0,11
469,314,0,1,110
523,259,10,1,62
802,84,0,1,119
1396,887,970,0,4
800,718,665,0,17
800,896,697,0,11
963,466,795,0,16
84,360,5,1,90
1840,980,831,0,2
507,339,0,1,102
283,235,0,1,134
138,126,8,1,119
800,997,672,0,10
493,41,10,1,98
5,0,10,1,127
960,231,10,1,44
1172,640,697,0,13
1416,664,644,0,14
289,121,10,1,103
800,906,549,0,11
935,0,0,1,127
267,0,3,1,152
781,51,0,1,133
800,829,697,0,15
1454,616,698,0,12
1521,515,652,0,14
750,223,6,1,65
957,60,0,1,104
1960,560,833,0,5
455,280,0,1,106
273,252,0,1,129
666,108,2,1,114
1608,535,701,0,12
242,25,10,1,104
800,635,603,0,17
176,128,0,1,140
208,137,10,1,90
154,35,10,1,106
345,176,0,1,139
814,230,0,1,94
573,146,0,1,116
800,818,633,0,15
243,35,10,1,112
169,46,10,1,105
274,92,10,1,86
800,963,575,0,11
654,55,10,1,75
950,375,10,1,35
818,461,706,0,18
1612,665,694,0,8
1857,503,790,0,7
732,310,0,1,100
473,0,10,1,86
800,644,541,0,17
145,218,3,1,127
156,103,10,1,88
953,420,777,0,14
800,741,809,0,11
1221,857,891,0,9
800,612,572,0,20
800,936,568,0,15
622,32,10,1,98
969,574,792,0,15
677,238,0,1,115
765,176,0,1,110
374,329,10,1,65
686,21,10,1,76
800,745,709,0,17
800,851,809,0,11
184,160,0,1,137
268,115,10,1,86
749,236,0,1,94
800,918,732,0,15
620,63,10,1,88
800,818,539,0,12
1505,949,808,0,8
591,38,0,1,128
1755,572,881,0,8
1571,814,848,0,4
580,32,8,1,99
966,112,10,1,59
800,809,598,0,17
412,242,10,1,79
115,54,0,1,158
800,627,558,0,17
800,716,574,0,18
800,922,757,0,10
1005,1023,965,0,9
800,633,757,0,16
800,1006,564,0,14
74,279,10,1,94
1587,420,664,0,11
1776,569,850,0,7
1528,750,575,0,11
409,193,0,1,134
547,81,9,1,86
683,322,10,1,56
871,316,10,1,39
1885,553,701,0,6
788,186,2,1,97
56,211,3,1,122
398,164,0,1,122
82,171,8,1,95
951,333,10,1,34
891,476,689,0,18
730,36,9,1,78
237,0,10,1,99
514,400,10,1,51
314,305,0,1,127
567,194,0,1,108
44,381,5,1,101
113,234,2,1,114
843,359,0,1,85
800,861,650,0,14
800,625,547,0,20
320,147,0,1,129
677,341,0,1,96
905,327,0,1,87
531,290,0,1,110
779,297,0,1,85
800,751,551,0,14
800,854,722,0,13
191,329,6,1,82
800,651,642,0,18
800,686,760,0,15
406,244,0,1,111
800,962,640,0,13
985,24,10,1,58
476,73,0,1,137
1421,734,682,0,8
155,312,0,1,132
639,292,0,1,102
800,855,660,0,15
621,213,0,1,115
1559,504,811,0,12
314,75,1,1,141
1645,690,803,0,7
800,840,737,0,14
8,126,0,1,148
1228,603,648,0,13
894,102,10,1,64
649,116,0,1,124
159,202,10,1,94
98,230,2,1,119
1258,619,834,0,10
800,720,727,0,12
800,749,724,0,15
800,704,767,0,17
800,970,664,0,10
455,104,0,1,144
352,88,2,1,134
885,157,10,1,56
800,786,524,0,17
796,362,0,1,93
1835,691,695,0,7
892,61,10,1,63
1200,459,907,0,14
800,718,533,0,19
849,653,679,0,15
1000,341,10,1,40
629,189,3,1,93
800,557,499,0,19
542,213,10,1,62
800,703,492,0,14
852,297,0,1,82
1437,614,850,0,9
299,176,0,1,124
800,809,624,0,13
800,703,457,0,20
843,897,852,0,12
818,252,2,1,83
1308,578,680,0,13
814,126,0,1,124
355,324,0,1,117
800,821,558,0,17
116,151,3,1,134
800,970,631,0,12
264,267,10,1,76
800,846,673,0,13
357,159,10,1,72
1992,760,835,0,6
227,215,0,1,127
661,174,10,1,69
137,98,10,1,99
948,276,10,1,42
800,939,521,0,16
529,336,4,1,89
573,101,0,1,118
821,102,10,1,75
800,573,748,0,15
180,222,10,1,74
1484,665,746,0,9
1978,443,688,0,12
141,160,0,1,148
800,926,736,0,13
826,401,885,0,19
800,827,694,0,16
800,957,676,0,10
1565,737,824,0,7
992,508,796,0,17
850,231,0,1,90
1227,640,639,0,15
1909,920,817,0,4
592,242,10,1,54
800,630,800,0,14
186,383,0,1,119
800,762,568,0,18
836,287,10,1,46
1089,471,840,0,12
450,139,10,1,91
92,55,0,1,147
800,981,757,0,9
197,263,0,1,132
75,154,10,1,87
1454,698,709,0,13
635,383,0,1,82
83,86,0,1,141
800,873,776,0,13
548,331,4,1,80
800,737,655,0,16
1686,751,863,0,6
276,145,10,1,86
1392,731,929,0,9
1836,733,979,0,6
972,462,728,0,18
619,343,0,1,99
1237,427,724,0,14
800,750,618,0,17
965,331,10,1,25
800,844,791,0,10
800,801,596,0,15
1929,676,741,0,9
948,485,677,0,14
539,195,0,1,108
48,123,0,1,149
800,831,548,0,16
800,699,651,0,17
544,188,0,1,115
706,351,10,1,48
533,110,10,1,88
927,400,0,1,69
50,341,0,1,115
800,881,803,0,14
2000,560,784,0,5
580,321,1,1,108
641,140,10,1,68
800,852,547,0,16
929,60,0,1,120
951,303,0,1,78
1829,487,829,0,8
318,211,10,1,79
1260,887,911,0,5
800,842,679,0,13
800,876,713,0,15
642,240,0,1,109
807,322,10,1,42
446,139,7,1,87
800,606,485,0,19
800,979,544,0,12
250,311,0,1,127
787,42,2,1,119
800,1007,519,0,16
800,653,726,0,13
205,85,10,1,109
809,593,781,0,16
1490,687,875,0,6
800,884,642,0,11
132,177,0,1,144
275,307,0,1,111
133,51,10,1,105
816,574,823,0,13
894,690,714,0,17
1900,701,772,0,6
869,0,0,1,137
995,197,0,1,103
929,205,0,1,88
397,149,10,1,90
1515,664,834,0,7
846,198,10,1,65
863,87,10,1,70
886,671,646,0,15
168,271,10,1,79
800,666,764,0,18
800,797,767,0,14
168,85,10,1,93
738,594,704,0,16
199,400,0,1,105
410,172,10,1,76
939,310,10,1,40
800,955,520,0,11
447,215,9,1,67
355,363,0,1,104
1869,601,795,0,8
1773,432,620,0,12
537,57,10,1,79
514,197,0,1,112
408,357,10,1,53
798,237,10,1,57
249,51,10,1,106
1446,543,589,0,11
309,329,10,1,72
805,24,0,1,130
956,223,0,1,84
800,743,694,0,15
1310,734,815,0,9
800,691,523,0,16
816,227,10,1,55
800,592,714,0,19
619,48,0,1,138
900,130,0,1,119
58,233,10,1,94
800,772,572,0,18
220,315,10,1,71
800,730,635,0,17
63,34,6,1,137
236,276,10,1,71
227,127,0,1,150
804,227,0,1,104
800,845,582,0,14
1342,459,853,0,13
588,79,0,1,131
788,154,0,1,101
800,788,535,0,14
418,359,0,1,93
221,181,10,1,83
595,347,10,1,44
800,1015,590,0,15
800,798,539,0,13
83,48,4,1,135
1812,952,971,0,2
9,219,0,1,140
746,379,8,1,45
1373,492,877,0,14
156,351,10,1,81
202,322,0,1,128
362,136,10,1,74
800,599,509,0,15
689,400,10,1,40
1561,798,950,0,7
269,349,10,1,70
739,157,0,1,108
1067,494,752,0,15
800,576,692,0,18
1036,610,751,0,15
747,225,10,1,60
790,336,8,1,40
800,996,804,0,11
610,394,0,1,90
672,275,10,1,56
773,308,10,1,56
1759,401,614,0,14
401,290,0,1,116
1276,935,988,0,6
435,340,10,1,54
95,17,0,1,157
800,671,741,0,18
1015,647,773,0,14
1315,584,826,0,9
148,22,0,1,163
0,174,10,1,107
1528,633,704,0,13
800,670,802,0,14
800,863,766,0,11
800,980,673,0,9
480,32,0,1,129
800,879,527,0,12
800,873,654,0,13
802,88,10,1,67
1584,620,742,0,10
938,5,0,1,127
1020,598,780,0,14
1544,490,679,0,10
1328,499,680,0,16
781,5,0,1,131
920,306,0,1,99
608,49,10,1,94
800,984,578,0,16
800,767,497,0,19
800,727,499,0,18
132,221,7,1,98
853,395,10,1,36
747,560,710,0,18
800,957,826,0,12
800,773,743,0,15
800,694,807,0,14
165,44,10,1,111
396,338,0,1,107
227,14,10,1,103
800,673,631,0,13
222,186,10,1,87
800,896,717,0,12
590,281,8,1,71
765,176,0,1,105
987,290,10,1,44
733,231,0,1,110
861,28,10,1,74
800,657,691,0,14
202,23,10,1,97
538,116,5,1,107
800,871,492,0,14
800,725,665,0,17
121,334,0,1,111
669,108,0,1,128
83,23,0,1,166
262,356,0,1,110
632,304,10,1,54
962,252,0,1,88
599,126,0,1,129
785,432,880,0,19
800,793,584,0,18
800,780,796,0,16
288,28,10,1,101
772,644,735,0,17
1639,525,710,0,11
1917,421,724,0,10
1149,643,816,0,14
1269,401,595,0,14
436,94,0,1,126
800,609,744,0,19
1066,961,993,0,6
472,26,0,1,145
71,92,0,1,149
1437,449,883,0,11
530,270,10,1,68
941,298,10,1,40
406,166,0,1,128
401,243,0,1,124
981,64,3,1,109
665,333,10,1,47
784,360,4,1,79
39,14,7,1,128
800,609,850,0,16
800,910,569,0,14
867,654,833,0,16
185,320,9,1,79
800,769,754,0,14
800,920,666,0,11
800,627,806,0,13
480,400,4,1,72
800,926,651,0,12
1131,508,728,0,14
845,975,1023,0,9
967,590,854,0,17
445,390,10,1,46
693,274,0,1,96
170,0,10,1,100
800,817,595,0,14
1405,417,788,0,12
1926,519,784,0,5
582,123,0,1,126
575,355,10,1,49
504,381,5,1,68
915,331,10,1,47
175,151,0,1,151
800,948,779,0,14
12,112,0,1,163
1244,613,860,0,10
800,714,771,0,14
800,706,489,0,17
800,987,719,0,9
1090,401,664,0,14
29,31,0,1,160
601,51,0,1,131
800,787,748,0,15
800,707,726,0,13
1636,582,590,0,13
1876,964,954,0,4
605,229,10,1,60
643,377,10,1,35
134,382,10,1,66
945,141,0,1,101
825,0,4,1,107
801,389,0,1,85
867,862,926,0,12
800,656,590,0,16
654,268,0,1,97
928,943,950,0,10
639,65,0,1,138
251,351,10,1,61
1059,488,645,0,16
919,74,0,1,107
1288,415,686,0,14
0,400,0,1,126
555,344,10,1,56
117,240,0,1,130
800,628,813,0,16
800,590,595,0,16
800,851,712,0,15
839,115,10,1,56
754,569,856,0,16
421,203,10,1,84
800,907,542,0,15
160,261,0,1,127
800,740,598,0,15
800,617,551,0,18
800,819,636,0,15
649,159,0,1,111
438,322,10,1,49
800,860,733,0,12
328,142,6,1,115
833,132,0,1,105
